# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
4019000	-12123.675294971252	-358.96126382741795	-11764.714031143834	13.561582896333435	37.96242017269762	0.13336474936003098	6.839235381746193	11.38049566523658	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.14143472069738663	1.708722838594496	0.5817080777550012	1.8365838444899985	0.005929900465721281	-5213.685065849393	-6551.028965294441	-343.46260889390845
4020000	-12135.731175260298	-362.821421694558	-11772.90975356574	13.850262791144251	48.01633897640992	0.15025503752806896	7.61634341468425	11.38049566523658	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.14143472069738663	1.708722838594496	0.5402347680380608	1.9195304639238793	0.005484411882398364	-5211.723258377383	-6561.186495188357	-346.81406226049944
4021000	-12122.401914139093	-358.884119163609	-11763.517794975483	13.272969623969564	44.891367695334196	0.1637884891752094	7.61634341468425	11.38049566523658	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.14143472069738663	1.8363678460791693	0.5789670381746852	1.8420659236506305	0.005914820673672876	-5209.205829360501	-6554.311965614981	-342.4605468710471
4022000	-12126.39419387319	-363.6885363835175	-11762.705657489672	13.655976009470157	27.538467891782126	0.07364088829798901	7.61634341468425	11.38049566523658	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.14143472069738663	1.8363678460791693	0.5639169235666553	1.8721661528666902	0.005555876481533236	-5212.355843857578	-6550.349813632094	-348.8016012577088
4023000	-12121.744389322674	-360.452390868838	-11761.291998453835	13.092207823382275	26.789481244267094	0.07367842932277978	7.61634341468425	13.88465276779532	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.14143472069738663	1.6320708384916496	0.587575869613714	1.824848260772573	0.005661981373058676	-5216.275142586271	-6545.016855867564	-345.58844796721814
4024000	-12114.197678239087	-360.49166157928875	-11753.706016659798	13.414068077791871	36.005831837890625	0.10513678438410676	8.02539457032936	13.88465276779532	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.16230753084811306	1.4809684553604103	0.5949658446748732	1.8100683106502544	0.005745044253549189	-5215.292693518385	-6538.4133231414135	-345.14754356474873
4025000	-12120.00210022182	-360.2234818829424	-11759.778618338878	12.861355841434621	33.44231814141269	0.08516523534106146	8.02539457032936	13.88465276779532	0.31266719988690805	0.20395963338200612	0.21348461091632775	0.2698885558147579	0.16230753084811306	1.4809684553604103	0.5949658446748732	1.8100683106502544	0.00608531706003788	-5217.432151562306	-6542.346466776571	-345.0976516977314
4026000	-12119.631816065921	-360.4767480790956	-11759.155067986825	13.038275249205698	51.06361936789496	0.15663049186399952	8.02539457032936	13.88465276779532	0.33217141909563663	0.20395963338200612	0.21348461091632775	0.2503843366060293	0.16230753084811306	1.4809684553604103	0.5938764549809825	1.8122470900380359	0.005855592173488599	-5205.642950115113	-6553.512117871712	-344.2020393735649
4027000	-12113.513253294474	-354.36256245216	-11759.150690842314	12.781740021706101	39.959232338534235	0.15076397410785428	8.02539457032936	13.88465276779532	0.33217141909563663	0.20395963338200612	0.21348461091632775	0.2503843366060293	0.1567450543260275	1.4809684553604103	0.5771942588564044	1.845611482287192	0.005757019802669071	-5199.531771455716	-6559.6189193865985	-338.42766969837527
4028000	-12111.727252745079	-355.5275481923904	-11756.199704552688	12.945969742991513	43.89587580201853	0.14118617743974018	8.02539457032936	12.945751294506495	0.33217141909563663	0.20395963338200612	0.21348461091632775	0.2503843366060293	0.1567450543260275	1.4809684553604103	0.6216078812733203	1.7567842374533602	0.005999131112477323	-5198.8148235466215	-6557.384881006067	-339.6936858648695
4029000	-12130.11311676233	-360.13749475011775	-11769.975622012213	13.155063998447286	39.94963180401459	0.11419243795276024	8.02539457032936	12.945751294506495	0.33217141909563663	0.20395963338200612	0.21348461091632775	0.2503843366060293	0.17408606168287846	1.4809684553604103	0.5097918986826436	1.9804162026347136	0.005117206353694333	-5213.890596369356	-6556.085025642857	-344.80891963448653
4030000	-12126.939161473414	-360.8799380086172	-11766.059223464797	12.903404966236133	52.68327595419614	0.1737889512083839	7.295641134413818	12.945751294506495	0.33217141909563663	0.20395963338200612	0.21348461091632775	0.2503843366060293	0.14449696593286443	2.14545939729676	0.540389114993619	1.919221770012763	0.005611852003355735	-5211.594454978905	-6554.464768485893	-343.44130373438327
4031000	-12122.505145398574	-359.33044132815144	-11763.174704070423	13.182787287485372	65.37660585505589	0.18860982943088023	7.295641134413818	12.945751294506495	0.3535448090634548	0.18258624341418794	0.21348461091632775	0.2503843366060293	0.14449696593286443	2.563076593665066	0.5691127456026899	1.8617745087946211	0.00590075017529437	-5201.05091296341	-6562.123791107013	-340.62341368725345
4032000	-12117.968214093515	-364.7096075647147	-11753.2586065288	13.371869416088417	58.1837678815848	0.176368174203748	7.295641134413818	12.945751294506495	0.3535448090634548	0.18258624341418794	0.21348461091632775	0.2503843366060293	0.14449696593286443	2.088368896574122	0.5582208247240346	1.8835583505519318	0.005583157700327237	-5197.075268441863	-6556.183338086937	-347.26293563572204
4033000	-12119.719627146713	-365.0181071737763	-11754.701519972936	12.983561323122824	65.7944238665313	0.1806616151224558	7.302667548518122	12.945751294506495	0.33835226519697775	0.20027500738174225	0.21098839081525053	0.2503843366060293	0.14449696593286443	2.088368896574122	0.5907791100217485	1.8184417799565038	0.005592295952923877	-5204.364948006344	-6550.336571966592	-347.3987078301677
4034000	-12104.763380145132	-362.2483711159705	-11742.51500902916	13.17663126785137	30.299030386020267	0.10541106554576524	6.406971023789487	12.945751294506495	0.33835226519697775	0.20027500738174225	0.21098839081525053	0.2503843366060293	0.14449696593286443	2.088368896574122	0.5786224631101607	1.8427550737796794	0.005631367437623671	-5199.816642901141	-6542.698366128019	-346.4225511691562
4035000	-12111.598934788839	-360.5614858612357	-11751.037448927604	13.388817272127445	22.911016618674406	0.06012099226789381	6.406971023789487	12.945751294506495	0.33835226519697775	0.20027500738174225	0.22186002236419017	0.2395127050570897	0.16128357459333126	2.3000988558494844	0.6040636544807589	1.791872691038483	0.005690491757713405	-5191.692477000535	-6559.3449719270675	-345.0389500836569
4036000	-12115.57369491593	-359.03804512806033	-11756.535649787871	13.325899354831362	29.87648429296178	0.08169128781264039	8.071929357264333	12.945751294506495	0.33835226519697775	0.21104090163547576	0.21109412811045666	0.2395127050570897	0.12073359702281004	1.4607894668473913	0.5541798701392824	1.8916402597214361	0.005171473219657308	-5205.636143071761	-6550.899506716111	-344.4832591036208
4037000	-12114.07390218026	-366.16952933353065	-11747.90437284673	13.093367974952955	38.775575020733676	0.09182368152206319	8.071929357264333	12.945751294506495	0.3293762219958536	0.21104090163547576	0.21109412811045666	0.24848874825821388	0.16754415650083856	1.4607894668473913	0.6073449223030749	1.785310155393851	0.005522120545289354	-5202.060201693089	-6545.844171153641	-351.0979199742785
4038000	-12118.614108293188	-367.3316539654231	-11751.282454327766	13.128444155219011	33.57992776643491	0.10764614730741467	8.071929357264333	12.945751294506495	0.33785993438875855	0.19718386033829868	0.21646745701472878	0.24848874825821388	0.16754415650083856	1.7282519717406373	0.5350328531853976	1.9299342936292057	0.0056237957345495115	-5196.935646549408	-6554.346807778357	-351.6794213042086
4039000	-12105.70125910024	-362.32728252325137	-11743.37397657699	12.984397716977995	36.407004559677695	0.1424032253394652	8.071929357264333	12.945751294506495	0.33233800285701354	0.19718386033829868	0.21646745701472878	0.2540106797899589	0.16754415650083856	1.7282519717406373	0.5744940649092052	1.8510118701815905	0.005687810395803832	-5194.695659489723	-6548.678317087268	-346.20506969667247
4040000	-12113.050529479135	-356.1020532319242	-11756.948476247211	13.065509067766092	31.6724585274727	0.09607282746451971	8.071929357264333	12.945751294506495	0.33233800285701354	0.19718386033829868	0.21646745701472878	0.2540106797899589	0.16754415650083856	1.7282519717406373	0.5965781937387763	1.8068436125224483	0.006052302173612719	-5205.23160092722	-6551.716875319991	-340.54644443980374
4041000	-12110.4177954585	-358.5513553447781	-11751.866440113721	13.190576201456087	35.90738172482708	0.09182197794127513	8.071929357264333	12.945751294506495	0.33233800285701354	0.19718386033829868	0.21646745701472878	0.2540106797899589	0.16754415650083856	1.7282519717406373	0.5993167840955725	1.8013664318088558	0.005530541729456287	-5203.9834755603715	-6547.882964553351	-343.02025894892836
4042000	-12125.674008955477	-362.4594935663036	-11763.214515389172	13.912901296950935	26.299866070415348	0.07431273598671412	8.071929357264333	12.945751294506495	0.3420174948781463	0.1860553961301445	0.21646745701472878	0.25545965197698034	0.16754415650083856	1.7282519717406373	0.5944655533777123	1.8110688932445762	0.005487555971241261	-5198.141359941443	-6565.073155447731	-347.4370879082885
4043000	-12107.823028157523	-361.54386793541676	-11746.279160222106	13.850191596914959	36.24074072948721	0.09406523714213066	8.071929357264333	12.666999796399516	0.3420174948781463	0.1860553961301445	0.21646745701472878	0.25545965197698034	0.16754415650083856	1.7264809090536537	0.6056858863230304	1.78862822735394	0.005503675866513048	-5195.408802637229	-6550.870357584877	-346.0306046757039
4044000	-12111.448962164985	-367.6055274499268	-11743.843434715058	14.220612082637581	16.847681010297883	0.006081382124295251	8.071929357264333	11.99674630332066	0.3420174948781463	0.1860553961301445	0.21646745701472878	0.25545965197698034	0.16047403871598742	1.7264809090536537	0.5823693037244768	1.8352613925510473	0.00537079014689158	-5195.101576570218	-6548.741858144839	-353.9558347449112
4045000	-12118.324370813303	-368.9558686040546	-11749.368502209249	13.666332080985352	14.812353955199654	0.005813050072537891	8.071929357264333	11.99674630332066	0.3420174948781463	0.1860553961301445	0.21646745701472878	0.25545965197698034	0.16047403871598742	1.7264809090536537	0.5233198806519339	1.953360238696133	0.005303646263288696	-5190.021961237692	-6559.346540971556	-355.4478169646522
4046000	-12116.935548442952	-362.9437025948002	-11753.991845848152	13.5082568126983	32.609112937372494	0.07435665971092519	7.82820340113531	11.99674630332066	0.3525083084085989	0.1860553961301445	0.2059766434842762	0.25545965197698034	0.15145102511621736	1.749703685983512	0.6324000206657994	1.735199958668402	0.005597373688536943	-5191.69499249015	-6562.2968533580015	-347.8782942403843
4047000	-12114.77935862313	-364.5762929862008	-11750.203065636928	13.631120213121488	36.94428590491647	0.09304055104293564	8.076281873763406	11.99674630332066	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.15145102511621736	1.749703685983512	0.5502731272486779	1.8994537455026448	0.005308744859065348	-5199.5241418184105	-6550.6789238185165	-349.1771771903154
4048000	-12121.429434611302	-359.87716573711856	-11761.552268874184	13.367634038322766	28.779907574741564	0.06077585621230452	8.076281873763406	11.99674630332066	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.15145102511621736	1.8744013598282423	0.5799480389577931	1.8401039220844144	0.0060046922667189645	-5205.840479370496	-6555.711789503689	-344.70058768044305
4049000	-12119.624513389128	-361.48700737368796	-11758.13750601544	13.026100280548333	21.402992383833954	0.03274556436640419	7.587841198402239	11.99674630332066	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.15145102511621736	1.6837262752644415	0.5449279403059275	1.9101441193881454	0.00543054711842323	-5201.9752181715385	-6556.162287843902	-347.5064507784615
4050000	-12120.452271373799	-363.2793149830231	-11757.172956390776	12.780702965289295	32.20004667259078	0.12246087609172533	7.587841198402239	14.008825212010878	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.15145102511621736	2.152812066229437	0.5840071397754826	1.8319857204490353	0.0058247006558821155	-5201.464155258985	-6555.70880113179	-346.59672603125546
4051000	-12110.599296346154	-359.74414099290584	-11750.855155353249	12.446205099139348	45.28001615182246	0.12113270424157159	7.587841198402239	14.008825212010878	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.15145102511621736	2.152812066229437	0.6268738273533836	1.7462523452932333	0.00572737995424061	-5199.828361906208	-6551.026793447042	-342.7542796494731
4052000	-12112.382727569266	-360.0828653064449	-11752.29986226282	12.532778428627113	40.91604117685469	0.1427616030193569	7.587841198402239	14.008825212010878	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.15145102511621736	2.152812066229437	0.5731115868228246	1.8537768263543513	0.005760272510929888	-5199.964475260201	-6552.335387002619	-342.95314156645844
4053000	-12126.48123634314	-366.2721454089572	-11760.209090934182	13.260174230148765	35.298298074083135	0.11736414531632688	7.587841198402239	11.495062073410903	0.3366249350032892	0.1860553961301445	0.2059766434842762	0.27134302538229005	0.1405938385113316	2.152812066229437	0.5731115868228246	1.8537768263543513	0.00530290300652886	-5200.786087824639	-6559.423003109543	-350.058199962195
4054000	-12112.300882550579	-364.9734896934447	-11747.327392857134	13.410518104840387	31.616707715546465	0.08385410075245193	7.587841198402239	12.683281374237655	0.3366249350032892	0.19443797447467145	0.19759406513974923	0.27134302538229005	0.1405938385113316	2.152812066229437	0.5772734385655149	1.8454531228689706	0.005755378841404324	-5201.379691744818	-6545.947701112316	-348.96440690678656
4055000	-12125.44120549919	-371.78795108044136	-11753.653254418748	13.681730155389827	19.71685668450343	0.03374143668393357	7.587841198402239	12.683281374237655	0.3366249350032892	0.19443797447467145	0.19759406513974923	0.27134302538229005	0.1405938385113316	2.152812066229437	0.6002903759472584	1.7994192481054836	0.005173469928532892	-5202.98144104944	-6550.671813369308	-356.8898560200812
4056000	-12121.819213681225	-368.76014383680774	-11753.059069844418	13.790166748245973	32.94297634309905	0.09911854810370213	7.587841198402239	12.683281374237655	0.3366249350032892	0.19443797447467145	0.19759406513974923	0.27134302538229005	0.1405938385113316	2.152812066229437	0.6025053312175309	1.7949893375649386	0.005583360723004553	-5198.918078670366	-6554.140991174051	-352.5761439197703
4057000	-12116.564243038292	-364.7575384875947	-11751.806704550698	13.178108431100199	30.01157551571359	0.08469579682150356	7.886675703758661	11.266426536366515	0.3366249350032892	0.19443797447467145	0.19759406513974923	0.27134302538229005	0.1405938385113316	2.152812066229437	0.5792248518492533	1.8415502963014938	0.0055613243225893306	-5195.248752653927	-6556.55795189677	-348.99343387294414
